time,type,estimate,num_kwh,kwh_price_no_vat,vat_percent,amount_with_vat
2017-10-11T16:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-11T16:00:00+00:00,consumption,False,0.000,0.278,25,0.000,0.000
2017-10-11T16:00:00+00:00,elcert,False,6.000,0.020,25,0.120,0.150
2017-10-11T16:00:00+00:00,consumption,False,6.000,0.278,25,1.668,2.085
2017-10-11T16:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-11T16:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-11T17:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-11T17:00:00+00:00,consumption,False,0.000,0.276,25,0.000,0.000
2017-10-11T17:00:00+00:00,elcert,False,5.000,0.020,25,0.100,0.125
2017-10-11T17:00:00+00:00,consumption,False,5.000,0.276,25,1.380,1.725
2017-10-11T17:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-11T17:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-11T18:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-11T18:00:00+00:00,consumption,False,0.000,0.277,25,0.000,0.000
2017-10-11T18:00:00+00:00,elcert,False,6.000,0.020,25,0.120,0.150
2017-10-11T18:00:00+00:00,consumption,False,6.000,0.277,25,1.662,2.078
2017-10-11T18:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-11T18:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-11T19:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-11T19:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-11T19:00:00+00:00,consumption,False,0.000,0.273,25,0.000,0.000
2017-10-11T19:00:00+00:00,elcert,False,6.000,0.020,25,0.120,0.150
2017-10-11T19:00:00+00:00,consumption,False,6.000,0.273,25,1.638,2.048
2017-10-11T19:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-11T20:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-11T20:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-11T20:00:00+00:00,consumption,False,0.000,0.265,25,0.000,0.000
2017-10-11T20:00:00+00:00,elcert,False,6.000,0.020,25,0.120,0.150
2017-10-11T20:00:00+00:00,consumption,False,6.000,0.265,25,1.590,1.988
2017-10-11T20:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-11T21:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-11T21:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-11T21:00:00+00:00,consumption,False,0.000,0.254,25,0.000,0.000
2017-10-11T21:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-11T21:00:00+00:00,consumption,False,2.000,0.254,25,0.508,0.635
2017-10-11T21:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-11T22:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-11T22:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-11T22:00:00+00:00,consumption,False,0.000,0.252,25,0.000,0.000
2017-10-11T22:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-10-11T22:00:00+00:00,consumption,False,3.000,0.252,25,0.756,0.945
2017-10-11T22:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-11T23:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-11T23:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-11T23:00:00+00:00,consumption,False,0.000,0.245,25,0.000,0.000
2017-10-11T23:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-11T23:00:00+00:00,consumption,False,2.000,0.245,25,0.490,0.612
2017-10-11T23:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T00:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T00:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T00:00:00+00:00,consumption,False,0.000,0.243,25,0.000,0.000
2017-10-12T00:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-12T00:00:00+00:00,consumption,False,2.000,0.243,25,0.486,0.608
2017-10-12T00:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T01:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T01:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T01:00:00+00:00,consumption,False,0.000,0.242,25,0.000,0.000
2017-10-12T01:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-12T01:00:00+00:00,consumption,False,2.000,0.242,25,0.484,0.605
2017-10-12T01:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T02:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T02:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T02:00:00+00:00,consumption,False,2.000,0.245,25,0.490,0.612
2017-10-12T02:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-12T02:00:00+00:00,consumption,False,0.000,0.245,25,0.000,0.000
2017-10-12T02:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T03:00:00+00:00,consumption,False,0.000,0.254,25,0.000,0.000
2017-10-12T03:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T03:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T03:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-10-12T03:00:00+00:00,consumption,False,3.000,0.254,25,0.762,0.952
2017-10-12T03:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T04:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T04:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T04:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T04:00:00+00:00,consumption,False,0.000,0.267,25,0.000,0.000
2017-10-12T04:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-12T04:00:00+00:00,consumption,False,2.000,0.267,25,0.534,0.668
2017-10-12T05:00:00+00:00,consumption,False,3.000,0.277,25,0.831,1.039
2017-10-12T05:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T05:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T05:00:00+00:00,consumption,False,0.000,0.277,25,0.000,0.000
2017-10-12T05:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-10-12T05:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T06:00:00+00:00,consumption,False,4.000,0.279,25,1.116,1.395
2017-10-12T06:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T06:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T06:00:00+00:00,consumption,False,0.000,0.279,25,0.000,0.000
2017-10-12T06:00:00+00:00,elcert,False,4.000,0.020,25,0.080,0.100
2017-10-12T06:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T07:00:00+00:00,consumption,False,4.000,0.278,25,1.112,1.390
2017-10-12T07:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T07:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T07:00:00+00:00,consumption,False,0.000,0.278,25,0.000,0.000
2017-10-12T07:00:00+00:00,elcert,False,4.000,0.020,25,0.080,0.100
2017-10-12T07:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T08:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T08:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T08:00:00+00:00,consumption,False,0.000,0.276,25,0.000,0.000
2017-10-12T08:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-12T08:00:00+00:00,consumption,False,2.000,0.276,25,0.552,0.690
2017-10-12T08:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T09:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T09:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T09:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T09:00:00+00:00,consumption,False,0.000,0.275,25,0.000,0.000
2017-10-12T09:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-10-12T09:00:00+00:00,consumption,False,1.000,0.275,25,0.275,0.344
2017-10-12T10:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T10:00:00+00:00,consumption,False,0.000,0.275,25,0.000,0.000
2017-10-12T10:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T10:00:00+00:00,consumption,False,0.000,0.275,25,0.000,0.000
2017-10-12T10:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T10:00:00+00:00,production,False,1.000,-1.000,0,-1.000,-1.000
2017-10-12T11:00:00+00:00,elcert,False,-1.000,0.020,25,-0.020,-0.025
2017-10-12T11:00:00+00:00,production,False,2.000,-1.000,0,-2.000,-2.000
2017-10-12T11:00:00+00:00,consumption,False,1.000,0.272,25,0.272,0.340
2017-10-12T11:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-10-12T11:00:00+00:00,consumption,False,-1.000,0.272,25,-0.272,-0.340
2017-10-12T11:00:00+00:00,production,False,-1.000,-1.000,0,1.000,1.000
2017-10-12T12:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T12:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T12:00:00+00:00,consumption,False,2.000,0.273,25,0.546,0.682
2017-10-12T12:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-12T12:00:00+00:00,consumption,False,0.000,0.273,25,0.000,0.000
2017-10-12T12:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T13:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T13:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T13:00:00+00:00,consumption,False,3.000,0.271,25,0.813,1.016
2017-10-12T13:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-10-12T13:00:00+00:00,consumption,False,0.000,0.271,25,0.000,0.000
2017-10-12T13:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T14:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T14:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T14:00:00+00:00,consumption,False,2.000,0.270,25,0.540,0.675
2017-10-12T14:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-12T14:00:00+00:00,consumption,False,0.000,0.270,25,0.000,0.000
2017-10-12T14:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T15:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T15:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T15:00:00+00:00,consumption,False,3.000,0.273,25,0.819,1.024
2017-10-12T15:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-10-12T15:00:00+00:00,consumption,False,0.000,0.273,25,0.000,0.000
2017-10-12T15:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T16:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T16:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T16:00:00+00:00,consumption,False,3.000,0.275,25,0.825,1.031
2017-10-12T16:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-10-12T16:00:00+00:00,consumption,False,0.000,0.275,25,0.000,0.000
2017-10-12T16:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T17:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T17:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T17:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T17:00:00+00:00,consumption,False,0.000,0.276,25,0.000,0.000
2017-10-12T17:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-10-12T17:00:00+00:00,consumption,False,3.000,0.276,25,0.828,1.035
2017-10-12T18:00:00+00:00,consumption,False,3.000,0.274,25,0.822,1.028
2017-10-12T18:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T18:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T18:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T18:00:00+00:00,consumption,False,0.000,0.274,25,0.000,0.000
2017-10-12T18:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-10-12T19:00:00+00:00,consumption,False,2.000,0.270,25,0.540,0.675
2017-10-12T19:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-12T19:00:00+00:00,consumption,False,0.000,0.270,25,0.000,0.000
2017-10-12T19:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T19:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T19:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T20:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T20:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T20:00:00+00:00,consumption,False,0.000,0.261,25,0.000,0.000
2017-10-12T20:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-10-12T20:00:00+00:00,consumption,False,3.000,0.261,25,0.783,0.979
2017-10-12T20:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T21:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T21:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T21:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T21:00:00+00:00,consumption,False,0.000,0.257,25,0.000,0.000
2017-10-12T21:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-12T21:00:00+00:00,consumption,False,2.000,0.257,25,0.514,0.642
2017-10-12T22:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T22:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T22:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T22:00:00+00:00,consumption,False,0.000,0.250,25,0.000,0.000
2017-10-12T22:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-12T22:00:00+00:00,consumption,False,2.000,0.250,25,0.500,0.625
2017-10-12T23:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-12T23:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-12T23:00:00+00:00,consumption,False,0.000,0.247,25,0.000,0.000
2017-10-12T23:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-12T23:00:00+00:00,consumption,False,2.000,0.247,25,0.494,0.618
2017-10-12T23:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T00:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-13T00:00:00+00:00,consumption,False,0.000,0.249,25,0.000,0.000
2017-10-13T00:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T00:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T00:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T00:00:00+00:00,consumption,False,2.000,0.249,25,0.498,0.622
2017-10-13T01:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T01:00:00+00:00,consumption,False,1.000,0.253,25,0.253,0.316
2017-10-13T01:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T01:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T01:00:00+00:00,consumption,False,0.000,0.253,25,0.000,0.000
2017-10-13T01:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-10-13T02:00:00+00:00,consumption,False,1.000,0.261,25,0.261,0.326
2017-10-13T02:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T02:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T02:00:00+00:00,consumption,False,0.000,0.261,25,0.000,0.000
2017-10-13T02:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-10-13T02:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T03:00:00+00:00,consumption,False,0.000,0.268,25,0.000,0.000
2017-10-13T03:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T03:00:00+00:00,consumption,False,2.000,0.268,25,0.536,0.670
2017-10-13T03:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-13T03:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T03:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T04:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T04:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T04:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T04:00:00+00:00,consumption,False,0.000,0.278,25,0.000,0.000
2017-10-13T04:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-13T04:00:00+00:00,consumption,False,2.000,0.278,25,0.556,0.695
2017-10-13T05:00:00+00:00,consumption,False,4.000,0.285,25,1.140,1.425
2017-10-13T05:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T05:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T05:00:00+00:00,consumption,False,0.000,0.285,25,0.000,0.000
2017-10-13T05:00:00+00:00,elcert,False,4.000,0.020,25,0.080,0.100
2017-10-13T05:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T06:00:00+00:00,consumption,False,4.000,0.288,25,1.152,1.440
2017-10-13T06:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T06:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T06:00:00+00:00,consumption,False,0.000,0.288,25,0.000,0.000
2017-10-13T06:00:00+00:00,elcert,False,4.000,0.020,25,0.080,0.100
2017-10-13T06:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T07:00:00+00:00,consumption,False,2.000,0.286,25,0.572,0.715
2017-10-13T07:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T07:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T07:00:00+00:00,consumption,False,0.000,0.286,25,0.000,0.000
2017-10-13T07:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-13T07:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T08:00:00+00:00,consumption,False,2.000,0.284,25,0.568,0.710
2017-10-13T08:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T08:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T08:00:00+00:00,consumption,False,0.000,0.284,25,0.000,0.000
2017-10-13T08:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-13T08:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T09:00:00+00:00,consumption,False,1.000,0.281,25,0.281,0.351
2017-10-13T09:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T09:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-10-13T09:00:00+00:00,consumption,False,0.000,0.281,25,0.000,0.000
2017-10-13T09:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T09:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T10:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-10-13T10:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T10:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T10:00:00+00:00,consumption,False,1.000,0.281,25,0.281,0.351
2017-10-13T10:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T10:00:00+00:00,consumption,False,0.000,0.281,25,0.000,0.000
2017-10-13T11:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-10-13T11:00:00+00:00,consumption,False,0.000,0.279,25,0.000,0.000
2017-10-13T11:00:00+00:00,consumption,False,3.000,0.279,25,0.837,1.046
2017-10-13T11:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T11:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T11:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T12:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T12:00:00+00:00,consumption,False,2.000,0.278,25,0.556,0.695
2017-10-13T12:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T12:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T12:00:00+00:00,consumption,False,0.000,0.278,25,0.000,0.000
2017-10-13T12:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-10-13T13:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T13:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-10-13T13:00:00+00:00,consumption,False,0.000,0.271,25,0.000,0.000
2017-10-13T13:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T13:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T13:00:00+00:00,consumption,False,3.000,0.271,25,0.813,1.016
2017-10-13T14:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T14:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T14:00:00+00:00,consumption,False,4.000,0.272,25,1.088,1.360
2017-10-13T14:00:00+00:00,elcert,False,4.000,0.020,25,0.080,0.100
2017-10-13T14:00:00+00:00,consumption,False,0.000,0.272,25,0.000,0.000
2017-10-13T14:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T15:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T15:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T15:00:00+00:00,consumption,False,0.000,0.275,25,0.000,0.000
2017-10-13T15:00:00+00:00,elcert,False,5.000,0.020,25,0.100,0.125
2017-10-13T15:00:00+00:00,consumption,False,5.000,0.275,25,1.375,1.719
2017-10-13T15:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T16:00:00+00:00,consumption,False,0.000,0.277,25,0.000,0.000
2017-10-13T16:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T16:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T16:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T16:00:00+00:00,consumption,False,5.000,0.277,25,1.385,1.731
2017-10-13T16:00:00+00:00,elcert,False,5.000,0.020,25,0.100,0.125
2017-10-13T17:00:00+00:00,consumption,False,0.000,0.276,25,0.000,0.000
2017-10-13T17:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T17:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T17:00:00+00:00,elcert,False,4.000,0.020,25,0.080,0.100
2017-10-13T17:00:00+00:00,consumption,False,4.000,0.276,25,1.104,1.380
2017-10-13T17:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T18:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T18:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T18:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T18:00:00+00:00,consumption,False,0.000,0.270,25,0.000,0.000
2017-10-13T18:00:00+00:00,elcert,False,5.000,0.020,25,0.100,0.125
2017-10-13T18:00:00+00:00,consumption,False,5.000,0.270,25,1.350,1.688
2017-10-13T19:00:00+00:00,consumption,False,7.000,0.265,25,1.855,2.319
2017-10-13T19:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T19:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T19:00:00+00:00,consumption,False,0.000,0.265,25,0.000,0.000
2017-10-13T19:00:00+00:00,elcert,False,7.000,0.020,25,0.140,0.175
2017-10-13T19:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T20:00:00+00:00,consumption,False,5.000,0.260,25,1.300,1.625
2017-10-13T20:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T20:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T20:00:00+00:00,consumption,False,0.000,0.260,25,0.000,0.000
2017-10-13T20:00:00+00:00,elcert,False,5.000,0.020,25,0.100,0.125
2017-10-13T20:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T21:00:00+00:00,consumption,False,3.000,0.251,25,0.753,0.941
2017-10-13T21:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T21:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T21:00:00+00:00,consumption,False,0.000,0.251,25,0.000,0.000
2017-10-13T21:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-10-13T21:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T22:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-10-13T22:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T22:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T22:00:00+00:00,consumption,False,0.000,0.250,25,0.000,0.000
2017-10-13T22:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T22:00:00+00:00,consumption,False,1.000,0.250,25,0.250,0.312
2017-10-13T23:00:00+00:00,consumption,False,1.000,0.242,25,0.242,0.302
2017-10-13T23:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-13T23:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-13T23:00:00+00:00,consumption,False,0.000,0.242,25,0.000,0.000
2017-10-13T23:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-10-13T23:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-14T00:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-10-14T00:00:00+00:00,consumption,False,0.000,0.237,25,0.000,0.000
2017-10-14T00:00:00+00:00,consumption,False,3.000,0.237,25,0.711,0.889
2017-10-14T00:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-10-14T00:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-14T00:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-10-14T01:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
