time,type,estimate,num_kwh,kwh_price_no_vat,vat_percent,amount_with_vat
2017-04-12T01:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-12T01:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T01:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T01:00:00+00:00,consumption,False,0.000,0.237,25,0.000,0.000
2017-04-12T01:00:00+00:00,consumption,False,2.000,0.237,25,0.474,0.592
2017-04-12T01:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T02:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T02:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T02:00:00+00:00,consumption,False,0.000,0.238,25,0.000,0.000
2017-04-12T02:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-12T02:00:00+00:00,consumption,False,2.000,0.238,25,0.476,0.595
2017-04-12T02:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T03:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T03:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T03:00:00+00:00,consumption,False,0.000,0.237,25,0.000,0.000
2017-04-12T03:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-04-12T03:00:00+00:00,consumption,False,1.000,0.237,25,0.237,0.296
2017-04-12T03:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T04:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T04:00:00+00:00,consumption,False,3.000,0.257,25,0.771,0.964
2017-04-12T04:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-12T04:00:00+00:00,consumption,False,0.000,0.257,25,0.000,0.000
2017-04-12T04:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T04:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T05:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T05:00:00+00:00,consumption,False,2.000,0.263,25,0.526,0.658
2017-04-12T05:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-12T05:00:00+00:00,consumption,False,0.000,0.263,25,0.000,0.000
2017-04-12T05:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T05:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T06:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T06:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T06:00:00+00:00,consumption,False,0.000,0.263,25,0.000,0.000
2017-04-12T06:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-12T06:00:00+00:00,consumption,False,2.000,0.263,25,0.526,0.658
2017-04-12T06:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T07:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T07:00:00+00:00,consumption,False,0.000,0.263,25,0.000,0.000
2017-04-12T07:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-12T07:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T07:00:00+00:00,consumption,False,2.000,0.263,25,0.526,0.658
2017-04-12T07:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T08:00:00+00:00,consumption,False,0.000,0.261,25,0.000,0.000
2017-04-12T08:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T08:00:00+00:00,consumption,False,0.000,0.261,25,0.000,0.000
2017-04-12T08:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T08:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T08:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T09:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T09:00:00+00:00,consumption,False,0.000,0.256,25,0.000,0.000
2017-04-12T09:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T09:00:00+00:00,consumption,False,0.000,0.256,25,0.000,0.000
2017-04-12T09:00:00+00:00,production,False,1.000,-1.000,0,-1.000,-1.000
2017-04-12T09:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T10:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T10:00:00+00:00,production,False,2.000,-1.000,0,-2.000,-2.000
2017-04-12T10:00:00+00:00,consumption,False,0.000,0.254,25,0.000,0.000
2017-04-12T10:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T10:00:00+00:00,consumption,False,0.000,0.254,25,0.000,0.000
2017-04-12T10:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T11:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T11:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T11:00:00+00:00,consumption,False,0.000,0.253,25,0.000,0.000
2017-04-12T11:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T11:00:00+00:00,consumption,False,0.000,0.253,25,0.000,0.000
2017-04-12T11:00:00+00:00,production,False,2.000,-1.000,0,-2.000,-2.000
2017-04-12T12:00:00+00:00,production,False,3.000,-1.000,0,-3.000,-3.000
2017-04-12T12:00:00+00:00,consumption,False,1.000,0.251,25,0.251,0.314
2017-04-12T12:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-04-12T12:00:00+00:00,consumption,False,-1.000,0.251,25,-0.251,-0.314
2017-04-12T12:00:00+00:00,elcert,False,-1.000,0.020,25,-0.020,-0.025
2017-04-12T12:00:00+00:00,production,False,-1.000,-1.000,0,1.000,1.000
2017-04-12T13:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T13:00:00+00:00,production,False,2.000,-1.000,0,-2.000,-2.000
2017-04-12T13:00:00+00:00,consumption,False,0.000,0.250,25,0.000,0.000
2017-04-12T13:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T13:00:00+00:00,consumption,False,0.000,0.250,25,0.000,0.000
2017-04-12T13:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T14:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T14:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T14:00:00+00:00,consumption,False,3.000,0.247,25,0.741,0.926
2017-04-12T14:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-12T14:00:00+00:00,consumption,False,0.000,0.247,25,0.000,0.000
2017-04-12T14:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T15:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T15:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T15:00:00+00:00,consumption,False,6.000,0.251,25,1.506,1.882
2017-04-12T15:00:00+00:00,elcert,False,6.000,0.020,25,0.120,0.150
2017-04-12T15:00:00+00:00,consumption,False,0.000,0.251,25,0.000,0.000
2017-04-12T15:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T16:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T16:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T16:00:00+00:00,consumption,False,7.000,0.258,25,1.806,2.258
2017-04-12T16:00:00+00:00,elcert,False,7.000,0.020,25,0.140,0.175
2017-04-12T16:00:00+00:00,consumption,False,0.000,0.258,25,0.000,0.000
2017-04-12T16:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T17:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T17:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T17:00:00+00:00,consumption,False,5.000,0.260,25,1.300,1.625
2017-04-12T17:00:00+00:00,elcert,False,5.000,0.020,25,0.100,0.125
2017-04-12T17:00:00+00:00,consumption,False,0.000,0.260,25,0.000,0.000
2017-04-12T17:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T18:00:00+00:00,consumption,False,3.000,0.260,25,0.780,0.975
2017-04-12T18:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T18:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T18:00:00+00:00,consumption,False,0.000,0.260,25,0.000,0.000
2017-04-12T18:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-12T18:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T19:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T19:00:00+00:00,consumption,False,0.000,0.257,25,0.000,0.000
2017-04-12T19:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-12T19:00:00+00:00,consumption,False,2.000,0.257,25,0.514,0.642
2017-04-12T19:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T19:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T20:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T20:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T20:00:00+00:00,consumption,False,2.000,0.249,25,0.498,0.622
2017-04-12T20:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-12T20:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T20:00:00+00:00,consumption,False,0.000,0.249,25,0.000,0.000
2017-04-12T21:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-12T21:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T21:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T21:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T21:00:00+00:00,consumption,False,3.000,0.234,25,0.702,0.878
2017-04-12T21:00:00+00:00,consumption,False,0.000,0.234,25,0.000,0.000
2017-04-12T22:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T22:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-12T22:00:00+00:00,consumption,False,3.000,0.242,25,0.726,0.908
2017-04-12T22:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T22:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T22:00:00+00:00,consumption,False,0.000,0.242,25,0.000,0.000
2017-04-12T23:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-12T23:00:00+00:00,consumption,False,0.000,0.239,25,0.000,0.000
2017-04-12T23:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-12T23:00:00+00:00,consumption,False,2.000,0.239,25,0.478,0.598
2017-04-12T23:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-12T23:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T00:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T00:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T00:00:00+00:00,consumption,False,0.000,0.238,25,0.000,0.000
2017-04-13T00:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-13T00:00:00+00:00,consumption,False,2.000,0.238,25,0.476,0.595
2017-04-13T00:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T01:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T01:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-13T01:00:00+00:00,consumption,False,0.000,0.237,25,0.000,0.000
2017-04-13T01:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T01:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T01:00:00+00:00,consumption,False,2.000,0.237,25,0.474,0.592
2017-04-13T02:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T02:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T02:00:00+00:00,consumption,False,0.000,0.238,25,0.000,0.000
2017-04-13T02:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-13T02:00:00+00:00,consumption,False,2.000,0.238,25,0.476,0.595
2017-04-13T02:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T03:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T03:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T03:00:00+00:00,consumption,False,0.000,0.244,25,0.000,0.000
2017-04-13T03:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-13T03:00:00+00:00,consumption,False,3.000,0.244,25,0.732,0.915
2017-04-13T03:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T04:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T04:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T04:00:00+00:00,consumption,False,0.000,0.253,25,0.000,0.000
2017-04-13T04:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-13T04:00:00+00:00,consumption,False,2.000,0.253,25,0.506,0.632
2017-04-13T04:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T05:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T05:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T05:00:00+00:00,consumption,False,0.000,0.256,25,0.000,0.000
2017-04-13T05:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-13T05:00:00+00:00,consumption,False,2.000,0.256,25,0.512,0.640
2017-04-13T05:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T06:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T06:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T06:00:00+00:00,consumption,False,0.000,0.259,25,0.000,0.000
2017-04-13T06:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-13T06:00:00+00:00,consumption,False,3.000,0.259,25,0.777,0.971
2017-04-13T06:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T07:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T07:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T07:00:00+00:00,consumption,False,0.000,0.259,25,0.000,0.000
2017-04-13T07:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-04-13T07:00:00+00:00,consumption,False,1.000,0.259,25,0.259,0.324
2017-04-13T07:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T08:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T08:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T08:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T08:00:00+00:00,consumption,False,0.000,0.259,25,0.000,0.000
2017-04-13T08:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-13T08:00:00+00:00,consumption,False,3.000,0.259,25,0.777,0.971
2017-04-13T09:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-13T09:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T09:00:00+00:00,consumption,False,3.000,0.258,25,0.774,0.968
2017-04-13T09:00:00+00:00,consumption,False,0.000,0.258,25,0.000,0.000
2017-04-13T09:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T09:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T10:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T10:00:00+00:00,consumption,False,3.000,0.252,25,0.756,0.945
2017-04-13T10:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-13T10:00:00+00:00,consumption,False,0.000,0.252,25,0.000,0.000
2017-04-13T10:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T10:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T11:00:00+00:00,consumption,False,3.000,0.250,25,0.750,0.938
2017-04-13T11:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T11:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T11:00:00+00:00,consumption,False,0.000,0.250,25,0.000,0.000
2017-04-13T11:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-13T11:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T12:00:00+00:00,consumption,False,2.000,0.249,25,0.498,0.622
2017-04-13T12:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T12:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T12:00:00+00:00,consumption,False,0.000,0.249,25,0.000,0.000
2017-04-13T12:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-13T12:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T13:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T13:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T13:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T13:00:00+00:00,consumption,False,0.000,0.248,25,0.000,0.000
2017-04-13T13:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-13T13:00:00+00:00,consumption,False,2.000,0.248,25,0.496,0.620
2017-04-13T14:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T14:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T14:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T14:00:00+00:00,consumption,False,0.000,0.251,25,0.000,0.000
2017-04-13T14:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-13T14:00:00+00:00,consumption,False,2.000,0.251,25,0.502,0.628
2017-04-13T15:00:00+00:00,consumption,False,2.000,0.256,25,0.512,0.640
2017-04-13T15:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T15:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T15:00:00+00:00,consumption,False,0.000,0.256,25,0.000,0.000
2017-04-13T15:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-13T15:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T16:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T16:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T16:00:00+00:00,consumption,False,0.000,0.257,25,0.000,0.000
2017-04-13T16:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-13T16:00:00+00:00,consumption,False,3.000,0.257,25,0.771,0.964
2017-04-13T16:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T17:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T17:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T17:00:00+00:00,consumption,False,0.000,0.257,25,0.000,0.000
2017-04-13T17:00:00+00:00,elcert,False,4.000,0.020,25,0.080,0.100
2017-04-13T17:00:00+00:00,consumption,False,4.000,0.257,25,1.028,1.285
2017-04-13T17:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T18:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T18:00:00+00:00,consumption,False,2.000,0.258,25,0.516,0.645
2017-04-13T18:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-13T18:00:00+00:00,consumption,False,0.000,0.258,25,0.000,0.000
2017-04-13T18:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T18:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T19:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T19:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T19:00:00+00:00,consumption,False,0.000,0.256,25,0.000,0.000
2017-04-13T19:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-13T19:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T19:00:00+00:00,consumption,False,3.000,0.256,25,0.768,0.960
2017-04-13T20:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T20:00:00+00:00,consumption,False,2.000,0.253,25,0.506,0.632
2017-04-13T20:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-13T20:00:00+00:00,consumption,False,0.000,0.253,25,0.000,0.000
2017-04-13T20:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T20:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T21:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T21:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T21:00:00+00:00,consumption,False,0.000,0.250,25,0.000,0.000
2017-04-13T21:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-13T21:00:00+00:00,consumption,False,3.000,0.250,25,0.750,0.938
2017-04-13T21:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T22:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T22:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T22:00:00+00:00,consumption,False,3.000,0.250,25,0.750,0.938
2017-04-13T22:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-13T22:00:00+00:00,consumption,False,0.000,0.250,25,0.000,0.000
2017-04-13T22:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T23:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-13T23:00:00+00:00,consumption,False,2.000,0.244,25,0.488,0.610
2017-04-13T23:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-13T23:00:00+00:00,consumption,False,0.000,0.244,25,0.000,0.000
2017-04-13T23:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-13T23:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T00:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T00:00:00+00:00,consumption,False,2.000,0.243,25,0.486,0.608
2017-04-14T00:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-14T00:00:00+00:00,consumption,False,0.000,0.243,25,0.000,0.000
2017-04-14T00:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-14T00:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T01:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T01:00:00+00:00,consumption,False,2.000,0.244,25,0.488,0.610
2017-04-14T01:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-14T01:00:00+00:00,consumption,False,0.000,0.244,25,0.000,0.000
2017-04-14T01:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-14T01:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T02:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T02:00:00+00:00,consumption,False,2.000,0.243,25,0.486,0.608
2017-04-14T02:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-14T02:00:00+00:00,consumption,False,0.000,0.243,25,0.000,0.000
2017-04-14T02:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-14T02:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T03:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T03:00:00+00:00,consumption,False,0.000,0.244,25,0.000,0.000
2017-04-14T03:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-14T03:00:00+00:00,consumption,False,2.000,0.244,25,0.488,0.610
2017-04-14T03:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T03:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-14T04:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-14T04:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T04:00:00+00:00,consumption,False,3.000,0.246,25,0.738,0.922
2017-04-14T04:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-14T04:00:00+00:00,consumption,False,0.000,0.246,25,0.000,0.000
2017-04-14T04:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T05:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T05:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T05:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-14T05:00:00+00:00,consumption,False,0.000,0.253,25,0.000,0.000
2017-04-14T05:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-04-14T05:00:00+00:00,consumption,False,1.000,0.253,25,0.253,0.316
2017-04-14T06:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T06:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T06:00:00+00:00,consumption,False,3.000,0.260,25,0.780,0.975
2017-04-14T06:00:00+00:00,elcert,False,3.000,0.020,25,0.060,0.075
2017-04-14T06:00:00+00:00,consumption,False,0.000,0.260,25,0.000,0.000
2017-04-14T06:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-14T07:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T07:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-14T07:00:00+00:00,consumption,False,0.000,0.257,25,0.000,0.000
2017-04-14T07:00:00+00:00,elcert,False,1.000,0.020,25,0.020,0.025
2017-04-14T07:00:00+00:00,consumption,False,1.000,0.257,25,0.257,0.321
2017-04-14T07:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T08:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T08:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-14T08:00:00+00:00,consumption,False,0.000,0.254,25,0.000,0.000
2017-04-14T08:00:00+00:00,elcert,False,4.000,0.020,25,0.080,0.100
2017-04-14T08:00:00+00:00,consumption,False,4.000,0.254,25,1.016,1.270
2017-04-14T08:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T09:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
2017-04-14T09:00:00+00:00,consumption,False,2.000,0.254,25,0.508,0.635
2017-04-14T09:00:00+00:00,elcert,False,2.000,0.020,25,0.040,0.050
2017-04-14T09:00:00+00:00,consumption,False,0.000,0.254,25,0.000,0.000
2017-04-14T09:00:00+00:00,elcert,False,0.000,0.020,25,0.000,0.000
2017-04-14T09:00:00+00:00,production,False,0.000,-1.000,0,0.000,0.000
